mode,start_station_id,start_station_name,year,month,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,crashes_within_100m,crashes_within_100m_per_100k_trips,risk_proxy_available,data_quality
nyc,307,Canal St & Rutgers St,2019,1,6305,3161,3144,6305,40.71427487,-73.98990025,1,15.860428231562253,1,year_month
nyc,3070,McKibbin St & Manhattan Ave,2019,1,407,209,198,407,40.70510918,-73.94407279,1,245.7002457002457,1,year_month
nyc,3071,Boerum St & Broadway,2019,1,632,319,313,632,40.70538077,-73.94976519,3,474.6835443037975,1,year_month
nyc,3072,Leonard St & Boerum St,2019,1,550,272,278,550,40.70583339,-73.94644578,1,181.8181818181818,1,year_month
nyc,3074,Montrose Ave & Bushwick Ave,2019,1,1134,570,564,1134,40.70767788,-73.94016171,1,88.18342151675485,1,year_month
nyc,3075,Division Ave & Marcy Ave,2019,1,350,200,150,350,40.70708701,-73.95796783,6,1714.2857142857144,1,year_month
nyc,3076,Scholes St & Manhattan Ave,2019,1,935,479,456,935,40.70870368,-73.9448625,0,0.0,1,year_month
nyc,3077,Stagg St & Union Ave,2019,1,1617,846,771,1617,40.70877084,-73.95095259,1,61.84291898577613,1,year_month
nyc,3078,Broadway & Roebling St,2019,1,1800,924,876,1800,40.70924826276157,-73.96063148975372,4,222.22222222222223,1,year_month
nyc,308,St James Pl & Oliver St,2019,1,2690,1345,1345,2690,40.71307916,-73.99851193,1,37.174721189591075,1,year_month
nyc,3080,S 4 St & Rodney St,2019,1,1320,670,650,1320,40.70934,-73.95608,4,303.030303030303,1,year_month
nyc,3081,Graham Ave & Grand St,2019,1,1085,562,523,1085,40.711863,-73.944024,3,276.49769585253455,1,year_month
nyc,3082,Hope St & Union Ave,2019,1,1494,747,747,1494,40.71167351,-73.95141312,1,66.93440428380187,1,year_month
nyc,3083,Bushwick Ave & Powers St,2019,1,878,459,419,878,40.71247661,-73.94100005,3,341.6856492027335,1,year_month
nyc,3085,Roebling St & N 4 St,2019,1,1104,531,573,1104,40.71469,-73.95739,1,90.57971014492753,1,year_month
nyc,3086,Graham Ave & Conselyea St,2019,1,2469,1237,1232,2469,40.715143,-73.944507,2,81.00445524503849,1,year_month
nyc,3087,Metropolitan Ave & Meeker Ave,2019,1,1505,738,767,1505,40.71413311,-73.95234386,11,730.8970099667773,1,year_month
nyc,3088,Union Ave & Jackson St,2019,1,675,335,340,675,40.7160751,-73.952029,4,592.5925925925926,1,year_month
nyc,309,Murray St & West St,2019,1,3332,1595,1737,3332,40.7149787,-74.013012,7,210.08403361344537,1,year_month
nyc,3091,Frost St & Meeker St,2019,1,490,249,241,490,40.71764,-73.94882,4,816.3265306122449,1,year_month
nyc,3092,Berry St & N 8 St,2019,1,3041,1516,1525,3041,40.7190095,-73.95852515,2,65.76783952647156,1,year_month
nyc,3093,N 6 St & Bedford Ave,2019,1,4766,2393,2373,4766,40.71745169,-73.95850939,1,20.981955518254303,1,year_month
nyc,3094,Graham Ave & Withers St,2019,1,973,497,476,973,40.7169811,-73.94485918,0,0.0,1,year_month
nyc,3095,Graham Ave & Herbert St,2019,1,649,329,320,649,40.71929301,-73.94500379,9,1386.748844375963,1,year_month
nyc,3096,Union Ave & N 12 St,2019,1,1444,690,754,1444,40.71924,-73.95242,0,0.0,1,year_month
nyc,310,State St & Smith St,2019,1,1919,942,977,1919,40.68926942,-73.98912867,2,104.22094841063053,1,year_month
nyc,3100,Nassau Ave & Newell St,2019,1,1534,778,756,1534,40.724812564400175,-73.94752621650696,1,65.1890482398957,1,year_month
nyc,3101,N 12 St & Bedford Ave,2019,1,1617,813,804,1617,40.72079821,-73.95484712,2,123.68583797155226,1,year_month
nyc,3102,Driggs Ave & Lorimer St,2019,1,1116,563,553,1116,40.72179134,-73.9504154,1,89.60573476702508,1,year_month
nyc,3105,N 15 St & Wythe Ave,2019,1,797,398,399,797,40.724055,-73.955736,3,376.41154328732745,1,year_month
nyc,3106,Driggs Ave & N Henry St,2019,1,1930,974,956,1930,40.72325,-73.94308,1,51.81347150259067,1,year_month
nyc,3107,Bedford Ave & Nassau Ave,2019,1,2473,1196,1277,2473,40.72311651,-73.95212324,1,40.43671653861706,1,year_month
nyc,3108,Nassau Ave & Russell St,2019,1,2218,1149,1069,2218,40.72557,-73.94434,0,0.0,1,year_month
nyc,3109,Banker St & Meserole Ave,2019,1,1626,794,832,1626,40.72606,-73.95621,0,0.0,1,year_month
nyc,311,Norfolk St & Broome St,2019,1,4177,2078,2099,4177,40.7172274,-73.98802084,1,23.940627244433802,1,year_month
nyc,3110,Meserole Ave & Manhattan Ave,2019,1,2428,1218,1210,2428,40.72708584,-73.95299117,2,82.37232289950576,1,year_month
nyc,3112,Milton St & Franklin St,2019,1,2676,1333,1343,2676,40.72906,-73.95779,0,0.0,1,year_month
nyc,3113,Greenpoint Ave & Manhattan Ave,2019,1,2097,1052,1045,2097,40.73026,-73.95394,1,47.68717215069146,1,year_month
nyc,3115,India St & Manhattan Ave,2019,1,1627,815,812,1627,40.73232194,-73.9550858,1,61.46281499692685,1,year_month
nyc,3116,Huron St & Franklin St,2019,1,1744,877,867,1744,40.73266,-73.95826,1,57.33944954128441,1,year_month
nyc,3117,Franklin St & Dupont St,2019,1,1120,573,547,1120,40.73564,-73.95866,0,0.0,1,year_month
nyc,3118,McGuinness Blvd & Eagle St,2019,1,1632,814,818,1632,40.73555,-73.95284,0,0.0,1,year_month
